order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,quantity,discount_amount,sale_price,profit
1215,8/27/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10000069,0,1,0,0,0
1216,3/27/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10003602,0,1,0,0,0
1217,12/28/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,TEC-AC-10004469,100,3,3,97,-3
1218,10/31/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10001867,20,2,0.8,19.2,-0.8
1219,10/17/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,TEC-AC-10003174,250,3,13,247,-3
1220,7/7/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10002200,1760,7,38.6,1891.4,131.4
1221,5/22/2023 0:00,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10000107,220,9,7.5,242.5,22.5
1222,9/20/2022 0:00,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Phones,TEC-PH-10000439,250,8,5.2,254.8,4.8
1223,6/9/2023 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10001602,100,3,3.3,106.7,6.7
1224,1/19/2023 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10001432,60,1,1.6,78.4,18.4
1225,5/11/2023 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10004656,0,1,0,0,0
1226,3/6/2023 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10001685,30,4,2,38,8
1227,11/21/2023 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10001418,160,3,7.2,172.8,12.8
1228,9/6/2023 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10000676,180,2,9.5,180.5,0.5
1229,6/12/2022 0:00,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Envelopes,OFF-EN-10001219,20,2,0.4,19.6,-0.4
1230,4/30/2023 0:00,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10001424,10,1,0.4,9.6,-0.4
1231,7/23/2022 0:00,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10001022,10,2,0.5,9.5,-0.5
1232,3/5/2022 0:00,Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Art,OFF-AR-10000369,0,2,0,0,0
1233,8/16/2023 0:00,Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Envelopes,OFF-EN-10003055,70,2,1.6,78.4,8.4
1234,8/20/2023 0:00,First Class,Corporate,United States,Cincinnati,Ohio,45231,East,Technology,Copiers,TEC-CO-10001046,780,2,42,798,18
1235,8/24/2023 0:00,Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,FUR-FU-10000076,40,3,1.5,48.5,8.5
1236,4/13/2022 0:00,Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Office Supplies,Binders,OFF-BI-10003719,30,5,1.6,38.4,8.4
1237,7/8/2022 0:00,Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,FUR-FU-10003268,50,2,3,57,7
1238,11/19/2023 0:00,Same Day,Consumer,United States,Boynton Beach,Florida,33437,South,Furniture,Furnishings,FUR-FU-10003553,160,3,6.8,163.2,3.2
1239,7/25/2022 0:00,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10003691,10,1,0.3,9.7,-0.3
1240,5/22/2022 0:00,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10003903,30,1,1.2,38.8,8.8
1241,4/26/2022 0:00,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,OFF-FA-10004854,20,2,0.8,19.2,-0.8
1242,3/16/2023 0:00,Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003442,20,4,1,19,-1
1243,1/27/2023 0:00,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004519,380,3,12,388,8
1244,10/24/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,OFF-FA-10000304,10,4,0.2,9.8,-0.2
1245,12/1/2023 0:00,Standard Class,Consumer,United States,Gulfport,Mississippi,39503,South,Office Supplies,Envelopes,OFF-EN-10004955,50,9,2,48,-2
1246,9/2/2022 0:00,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,FUR-TA-10004619,690,6,38,722,32
1247,9/30/2023 0:00,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,FUR-TA-10003473,3430,12,108.3,3501.7,71.7
1248,8/3/2022 0:00,Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Bookcases,FUR-BO-10004467,200,3,5,245,45
1249,11/5/2023 0:00,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10002280,40,6,0.8,39.2,-0.8
1250,10/10/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10001708,1070,9,22.8,1117.2,47.2
1251,11/23/2022 0:00,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10000891,1600,13,51,1649,49
1252,8/15/2023 0:00,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000462,0,2,0,0,0
1253,8/22/2022 0:00,Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Technology,Phones,TEC-PH-10004165,970,4,55,1045,75
1254,2/24/2022 0:00,Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,OFF-AR-10003958,10,2,0.4,9.6,-0.4
1255,10/14/2022 0:00,Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Technology,Phones,TEC-PH-10000149,40,3,2,38,-2
1256,11/18/2023 0:00,Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Furniture,Furnishings,FUR-FU-10003724,10,1,0.5,9.5,-0.5
1257,1/29/2022 0:00,Standard Class,Home Office,United States,Chester,Pennsylvania,19013,East,Furniture,Furnishings,FUR-FU-10003535,30,2,0.8,39.2,9.2
1258,12/20/2023 0:00,Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,OFF-BI-10001575,30,3,1.5,28.5,-1.5
1259,2/25/2023 0:00,Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10003716,490,3,27,513,23
1260,4/10/2022 0:00,Second Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,TEC-AC-10004469,220,8,5.2,254.8,34.8
1261,2/9/2023 0:00,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Phones,TEC-PH-10004586,710,3,43,817,107
1262,5/23/2023 0:00,Standard Class,Corporate,United States,Greenville,North Carolina,27834,South,Office Supplies,Binders,OFF-BI-10004236,20,4,0.4,19.6,-0.4
1263,11/14/2023 0:00,Second Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,OFF-BI-10001634,20,3,1,19,-1
1264,5/5/2023 0:00,First Class,Consumer,United States,La Porte,Indiana,46350,Central,Technology,Phones,TEC-PH-10000215,70,2,2.1,67.9,-2.1
1265,9/20/2022 0:00,First Class,Consumer,United States,La Porte,Indiana,46350,Central,Furniture,Furnishings,FUR-FU-10003724,40,5,1.2,38.8,-1.2
1266,7/21/2023 0:00,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10000422,10,3,0.5,9.5,-0.5
1267,9/5/2022 0:00,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10003306,130,1,7,133,3
1268,11/1/2022 0:00,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10001146,240,6,8.7,281.3,41.3
1269,4/23/2023 0:00,Standard Class,Corporate,United States,Louisville,Colorado,80027,West,Furniture,Furnishings,FUR-FU-10000246,30,3,1.5,28.5,-1.5
1270,4/10/2023 0:00,Standard Class,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Paper,OFF-PA-10002870,10,2,0.5,9.5,-0.5
1271,3/9/2022 0:00,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10000563,80,4,5,95,15
1272,10/12/2023 0:00,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,OFF-AP-10004487,40,3,1,49,9
1273,7/22/2023 0:00,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,OFF-BI-10002854,40,8,1.6,38.4,-1.6
1274,1/24/2022 0:00,Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,OFF-PA-10004621,10,2,0.2,9.8,-0.2
1275,1/21/2022 0:00,Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Chairs,FUR-CH-10001973,320,5,15.6,374.4,54.4
1276,2/13/2022 0:00,Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Paper,OFF-PA-10004040,10,3,0.2,9.8,-0.2
1277,2/14/2022 0:00,Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,TEC-AC-10000580,50,1,1.2,58.8,8.8
1278,12/30/2023 0:00,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,OFF-AR-10004022,80,3,2.7,87.3,7.3
1279,6/24/2022 0:00,First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,TEC-AC-10004209,20,3,1.5,28.5,8.5
1280,3/15/2022 0:00,First Class,Corporate,United States,Macon,Georgia,31204,South,Technology,Accessories,TEC-AC-10000023,70,4,4,76,6
1281,3/27/2023 0:00,First Class,Consumer,United States,Cedar Rapids,Iowa,52402,Central,Technology,Phones,TEC-PH-10003505,250,3,14,266,16
1282,8/4/2022 0:00,First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,OFF-LA-10000121,20,3,0.6,19.4,-0.6
1283,5/11/2022 0:00,First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10002026,20,1,0.6,19.4,-0.6
1284,10/7/2023 0:00,First Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10000994,240,3,12.5,237.5,-2.5
1285,7/16/2023 0:00,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10002813,0,7,0,0,0
1286,7/24/2022 0:00,Standard Class,Consumer,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,OFF-ST-10000617,10,5,0.2,9.8,-0.2
1287,9/30/2023 0:00,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004817,20,3,0.6,19.4,-0.6
1288,8/30/2022 0:00,Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10000397,40,2,2,38,-2
1289,11/9/2023 0:00,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000605,10,4,0.4,9.6,-0.4
1290,5/8/2022 0:00,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10001860,20,3,0.8,19.2,-0.8
1291,7/23/2022 0:00,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004970,10,4,0.5,9.5,-0.5
1292,11/15/2022 0:00,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10003172,30,5,0.6,29.4,-0.6
1293,5/14/2022 0:00,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Supplies,OFF-SU-10001218,20,3,1.2,28.8,8.8
1294,1/29/2022 0:00,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10002968,100,5,4.4,105.6,5.6
1295,8/26/2022 0:00,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Labels,OFF-LA-10000134,0,1,0,0,0
1296,6/9/2022 0:00,Standard Class,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Appliances,OFF-AP-10004487,770,13,42.5,807.5,37.5
1297,3/31/2023 0:00,Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,OFF-BI-10002103,10,2,0.4,9.6,-0.4
1298,3/22/2022 0:00,Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,OFF-BI-10004632,20,2,0.8,19.2,-0.8
1299,7/8/2022 0:00,Second Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Technology,Phones,TEC-PH-10003555,90,5,3.3,106.7,16.7
1300,1/31/2022 0:00,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10001590,30,2,1.2,28.8,-1.2
1301,6/7/2022 0:00,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,FUR-FU-10003664,500,6,22.8,547.2,47.2
1302,12/15/2022 0:00,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,FUR-FU-10003664,260,3,11.6,278.4,18.4
1303,5/22/2022 0:00,Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,FUR-BO-10003433,50,2,1.2,58.8,8.8
1304,2/4/2022 0:00,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10002554,20,1,1,19,-1
1305,7/17/2022 0:00,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Technology,Phones,TEC-PH-10001557,270,3,8.7,281.3,11.3
1306,8/30/2022 0:00,Second Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,TEC-PH-10003437,390,7,21,399,9
1307,3/14/2023 0:00,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Paper,OFF-PA-10002986,40,7,2,48,8
1308,10/23/2023 0:00,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,OFF-BI-10000320,20,3,1,19,-1
1309,10/2/2023 0:00,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,OFF-AP-10003971,20,2,0.6,19.4,-0.6
1310,12/19/2023 0:00,First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10001469,130,3,4.8,155.2,25.2
1311,9/16/2022 0:00,First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,FUR-CH-10003846,140,2,3.2,156.8,16.8
1312,7/12/2023 0:00,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,OFF-LA-10001404,0,1,0,0,0
1313,9/30/2023 0:00,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Labels,OFF-LA-10001474,100,4,6,114,14
1314,3/2/2023 0:00,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,FUR-CH-10003199,150,2,3.2,156.8,6.8
1315,4/21/2023 0:00,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003072,30,6,1.6,38.4,8.4
1316,7/22/2023 0:00,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10004960,140,8,7.2,172.8,32.8
1317,4/16/2022 0:00,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,OFF-SU-10003505,510,5,23.2,556.8,46.8
1318,12/23/2023 0:00,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10003116,10,1,0.2,9.8,-0.2
1319,10/17/2022 0:00,Standard Class,Corporate,United States,Deltona,Florida,32725,South,Technology,Phones,TEC-PH-10004586,490,2,23.2,556.8,66.8
1320,11/13/2023 0:00,Standard Class,Corporate,United States,Deltona,Florida,32725,South,Office Supplies,Binders,OFF-BI-10000546,10,6,0.2,9.8,-0.2
1321,8/13/2022 0:00,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10002071,10,3,0.2,9.8,-0.2
1322,2/24/2022 0:00,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,OFF-ST-10001490,240,2,5.8,284.2,44.2
1323,8/11/2023 0:00,Standard Class,Consumer,United States,Murray,Kentucky,42071,South,Office Supplies,Appliances,OFF-AP-10004859,70,5,1.4,68.6,-1.4
1324,11/24/2023 0:00,First Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Paper,OFF-PA-10002659,10,4,0.3,9.7,-0.3
1325,11/3/2023 0:00,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,OFF-ST-10001321,40,3,2.5,47.5,7.5
1326,4/23/2023 0:00,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10004139,20,6,1,19,-1
1327,9/24/2023 0:00,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10001867,40,6,2,48,8
1328,2/16/2022 0:00,First Class,Corporate,United States,Norwich,Connecticut,6360,East,Office Supplies,Paper,OFF-PA-10004156,10,1,0.4,9.6,-0.4
1329,11/5/2022 0:00,Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,OFF-AR-10002818,80,4,4.5,85.5,5.5
1330,4/13/2023 0:00,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10003691,40,3,2,38,-2
1331,1/27/2023 0:00,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Technology,Phones,TEC-PH-10000347,0,1,0,0,0
1332,7/19/2023 0:00,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Storage,OFF-ST-10004507,30,2,1.2,28.8,-1.2
1333,8/18/2023 0:00,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10002012,0,3,0,0,0
1334,3/29/2023 0:00,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,OFF-AP-10001303,10,2,0.4,9.6,-0.4
1335,4/27/2023 0:00,Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003684,110,8,2.8,137.2,27.2
1336,10/3/2023 0:00,Standard Class,Consumer,United States,Middletown,Connecticut,6457,East,Office Supplies,Storage,OFF-ST-10002574,500,4,16.5,533.5,33.5
1337,2/26/2023 0:00,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10003724,30,3,0.9,29.1,-0.9
1338,1/12/2023 0:00,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10004018,30,2,1.5,28.5,-1.5
1339,10/24/2022 0:00,Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002549,630,3,27.2,652.8,22.8
1340,7/9/2023 0:00,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10004911,70,8,4,76,6
1341,6/30/2023 0:00,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Technology,Machines,TEC-MA-10002178,600,2,35,665,65
1342,11/9/2022 0:00,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10003694,20,5,1,19,-1
1343,1/11/2023 0:00,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,OFF-BI-10000474,30,6,1.5,28.5,-1.5
1344,1/16/2022 0:00,Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Art,OFF-AR-10000411,40,3,1.5,48.5,8.5
1345,11/23/2022 0:00,Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Labels,OFF-LA-10000262,10,5,0.5,9.5,-0.5
1346,11/21/2023 0:00,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,OFF-AP-10001154,80,2,3.6,86.4,6.4
1347,10/27/2022 0:00,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,OFF-PA-10000466,50,7,1.5,48.5,-1.5
1348,10/24/2023 0:00,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,OFF-AR-10003829,20,6,0.8,19.2,-0.8
1349,12/18/2022 0:00,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,OFF-BI-10001758,40,10,2,48,8
1350,6/5/2023 0:00,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Binders,OFF-BI-10000136,40,6,2,38,-2
1351,12/13/2023 0:00,Second Class,Consumer,United States,Evanston,Illinois,60201,Central,Furniture,Chairs,FUR-CH-10002880,230,3,13,247,17
1352,10/31/2023 0:00,First Class,Corporate,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,OFF-ST-10000649,30,2,1.2,28.8,-1.2
1353,8/10/2023 0:00,Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10003092,160,5,3.6,176.4,16.4
1354,12/15/2022 0:00,Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10002250,20,3,0.6,19.4,-0.6
1355,4/3/2022 0:00,Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Tables,FUR-TA-10003473,270,1,6,294,24
1356,5/18/2023 0:00,Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,OFF-ST-10001522,180,3,11,209,29
1357,7/30/2022 0:00,Same Day,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,OFF-ST-10000563,230,11,8.4,271.6,41.6
1358,4/19/2022 0:00,First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Paper,OFF-PA-10003641,70,3,1.6,78.4,8.4
1359,7/20/2023 0:00,First Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,FUR-FU-10000010,0,1,0,0,0
1360,8/12/2022 0:00,Second Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10002961,140,2,7.5,142.5,2.5
1361,12/28/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,OFF-AR-10002956,110,7,2.4,117.6,7.6
1362,2/20/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10004041,20,4,0.4,19.6,-0.4
1363,8/18/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10001336,270,4,15.5,294.5,24.5
1364,9/17/2022 0:00,First Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,OFF-BI-10001036,40,14,1.2,38.8,-1.2
1365,9/15/2023 0:00,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Machines,TEC-MA-10003183,90,2,5,95,5
1366,1/20/2023 0:00,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10001314,190,6,12,228,38
1367,4/20/2022 0:00,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,TEC-PH-10002563,180,2,8,192,12
1368,5/7/2023 0:00,First Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,FUR-CH-10003312,770,4,27,873,103
1369,6/23/2022 0:00,First Class,Home Office,United States,Pico Rivera,California,90660,West,Furniture,Furnishings,FUR-FU-10001588,140,5,6,144,4
1370,4/8/2023 0:00,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,FUR-BO-10002613,560,7,17.7,572.3,12.3
1371,12/20/2023 0:00,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,OFF-AR-10003405,10,3,0.5,9.5,-0.5
1372,7/25/2023 0:00,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Technology,Accessories,TEC-AC-10004510,50,3,2.5,47.5,-2.5
1373,10/30/2023 0:00,Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,OFF-LA-10002312,30,2,1.5,28.5,-1.5
1374,12/2/2022 0:00,Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,OFF-BI-10000042,20,4,1,19,-1
1375,7/25/2023 0:00,Standard Class,Consumer,United States,Provo,Utah,84604,West,Furniture,Tables,FUR-TA-10003008,850,5,18.2,891.8,41.8
1376,12/20/2022 0:00,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Appliances,OFF-AP-10003590,960,3,54.5,1035.5,75.5
1377,8/22/2022 0:00,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Paper,OFF-PA-10000806,400,8,22.5,427.5,27.5
1378,6/30/2023 0:00,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Art,OFF-AR-10000896,20,5,0.6,19.4,-0.6
1379,10/26/2022 0:00,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Technology,Phones,TEC-PH-10002310,360,5,8,392,32
1380,9/27/2023 0:00,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Storage,OFF-ST-10002289,140,5,8,152,12
1381,3/19/2023 0:00,Second Class,Consumer,United States,Pleasant Grove,Utah,84062,West,Office Supplies,Binders,OFF-BI-10002852,10,1,0.5,9.5,-0.5
1382,11/28/2022 0:00,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,FUR-FU-10003394,70,3,4,76,6
1383,6/11/2022 0:00,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Storage,OFF-ST-10002344,60,1,2.4,77.6,17.6
1384,7/26/2023 0:00,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,OFF-PA-10001289,310,9,7,343,33
1385,11/30/2023 0:00,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,OFF-FA-10000053,10,5,0.5,9.5,-0.5
1386,1/16/2022 0:00,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Furnishings,FUR-FU-10004091,20,3,1,19,-1
1387,1/20/2023 0:00,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Furniture,Bookcases,FUR-BO-10004015,230,2,9.6,230.4,0.4
1388,7/24/2022 0:00,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,OFF-EN-10003001,160,2,6.8,163.2,3.2
1389,1/13/2023 0:00,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,TEC-PH-10000215,90,3,5,95,5
1390,1/26/2023 0:00,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Technology,Phones,TEC-PH-10003645,420,3,24,456,36
1391,7/13/2022 0:00,Same Day,Home Office,United States,Smyrna,Georgia,30080,South,Office Supplies,Paper,OFF-PA-10000357,110,3,6,114,4
